nom,SIREN,type,COG,COG_3digits,code_departement,code_departement_3digits,code_region,population,EPCI,url-ptf,url-datagouv,id-datagouv,merge,ptf
Chambon,213000797,COM,30079,,30,030,76,272,200066918,,,,,
Chamborigaud,213000805,COM,30080,,30,030,76,857,200066918,,,,,
Chusclan,213000813,COM,30081,,30,030,76,996,200034692,,,,,
Clarensac,213000821,COM,30082,,30,030,76,4361,243000643,,,,,
Codognan,213000839,COM,30083,,30,030,76,2471,243000569,,,,,
Codolet,213000847,COM,30084,,30,030,76,672,200034692,,,,,
Collias,213000854,COM,30085,,30,030,76,1105,243000684,,,,,
Collorgues,213000862,COM,30086,,30,030,76,618,200034379,,,,,
Colognac,213000870,COM,30087,,30,030,76,227,200034411,,,,,
Combas,213000888,COM,30088,,30,030,76,642,243000296,,,,,
Comps,213000896,COM,30089,,30,030,76,1809,243000684,,,,,
Concoules,213000904,COM,30090,,30,030,76,262,200066918,,,,,
Congénies,213000912,COM,30091,,30,030,76,1703,243000296,,,,,
Connaux,213000920,COM,30092,,30,030,76,1708,200034692,,,,,
Conqueyrac,213000938,COM,30093,,30,030,76,99,200034411,,,,,
Corbès,213000946,COM,30094,,30,030,76,155,200066918,,,,,
Corconne,213000953,COM,30095,,30,030,76,568,200034411,,,,,
Cornillon,213000961,COM,30096,,30,030,76,955,200034692,,,,,
Courry,213000979,COM,30097,,30,030,76,283,200035129,,,,,
Crespian,213000987,COM,30098,,30,030,76,427,243000296,,,,,
Cros,213000995,COM,30099,,30,030,76,257,200034411,,,,,
Cruviers-Lascours,213001001,COM,30100,,30,030,76,710,200066918,,,,,
Deaux,213001019,COM,30101,,30,030,76,664,200066918,,,,,
Dions,213001027,COM,30102,,30,030,76,595,243000643,,,,,
Domazan,213001035,COM,30103,,30,030,76,941,243000684,,,,,
Domessargues,213001043,COM,30104,,30,030,76,771,243000643,,,,,
Dourbies,213001050,COM,30105,,30,030,76,150,200034601,,,,,
Durfort-et-Saint-Martin-de-Sossenac,213001068,COM,30106,,30,030,76,703,200034411,,,,,
Estézargues,213001076,COM,30107,,30,030,76,591,243000684,,,,,
L'Estréchure,213001084,COM,30108,,30,030,76,166,200034601,,,,,
Euzet,213001092,COM,30109,,30,030,76,446,200066918,,,,,
Flaux,213001100,COM,30110,,30,030,76,384,200034379,,,,,
Foissac,213001118,COM,30111,,30,030,76,429,200034379,,,,,
Fons,213001126,COM,30112,,30,030,76,1520,243000643,,,,,
Fons-sur-Lussan,213001134,COM,30113,,30,030,76,240,200034379,,,,,
Fontanès,213001142,COM,30114,,30,030,76,702,243000296,,,,,
Fontarèches,213001159,COM,30115,,30,030,76,268,200034379,,,,,
Fournès,213001167,COM,30116,,30,030,76,1098,243000684,,,,,
Fourques,213001175,COM,30117,,30,030,76,2935,243000585,,,,,
Fressac,213001191,COM,30119,,30,030,76,167,200034411,,,,,
Gagnières,213001209,COM,30120,,30,030,76,1135,200035129,,,,,
Gailhan,213001217,COM,30121,,30,030,76,250,200034411,,,,,
Gajan,213001225,COM,30122,,30,030,76,690,243000643,,,,,
Gallargues-le-Montueux,213001233,COM,30123,,30,030,76,3783,243000569,,,,,
Le Garn,213001241,COM,30124,,30,030,76,215,200034692,,,,,
Garons,213001258,COM,30125,,30,030,76,4944,243000643,,,,,
Garrigues-Sainte-Eulalie,213001266,COM,30126,,30,030,76,751,200034379,,,,,
Gaujac,213001274,COM,30127,,30,030,76,1122,200034692,,,,,
Générac,213001282,COM,30128,,30,030,76,4174,243000643,,,,,
Générargues,213001290,COM,30129,,30,030,76,719,200066918,,,,,
Génolhac,213001308,COM,30130,,30,030,76,861,200066918,,,,,
Goudargues,213001316,COM,30131,,30,030,76,1123,200034692,,,,,
La Grand-Combe,213001324,COM,30132,,30,030,76,5138,200066918,,,,,
Le Grau-du-Roi,213001332,COM,30133,,30,030,76,8595,243000650,,,,,
Issirac,213001340,COM,30134,,30,030,76,316,200034692,,,,,
Jonquières-Saint-Vincent,213001357,COM,30135,,30,030,76,3816,243000585,,,,,
Junas,213001365,COM,30136,,30,030,76,1124,243000296,,,,,
Lamelouze,213001373,COM,30137,,30,030,76,143,200066918,,,,,
Langlade,213001381,COM,30138,,30,030,76,2245,243000643,,,,,
Lanuéjols,213001399,COM,30139,,30,030,76,380,200034601,,,,,
Lasalle,213001407,COM,30140,,30,030,76,1152,200034601,,,,,
Laudun-l'Ardoise,213001415,COM,30141,,30,030,76,6409,200034692,,,,,
Laval-Pradel,213001423,COM,30142,,30,030,76,1184,200066918,,,,,
Laval-Saint-Roman,213001431,COM,30143,,30,030,76,222,200034692,,,,,
Lecques,213001449,COM,30144,,30,030,76,473,243000296,,,,,
Lédenon,213001456,COM,30145,,30,030,76,1580,243000643,,,,,
Lédignan,213001464,COM,30146,,30,030,76,1486,200034411,,,,,
Lézan,213001472,COM,30147,,30,030,76,1563,200066918,,,,,
Liouc,213001480,COM,30148,,30,030,76,287,200034411,,,,,
Lirac,213001498,COM,30149,,30,030,76,924,200034692,,,,,
Logrian-Florian,213001506,COM,30150,,30,030,76,271,200034411,,,,,
Lussan,213001514,COM,30151,,30,030,76,493,200034379,,,,,
Les Mages,213001522,COM,30152,,30,030,76,2109,200066918,,,,,
Malons-et-Elze,213001530,COM,30153,,30,030,76,125,200069128,,,,,
Mandagout,213001548,COM,30154,,30,030,76,408,243000270,,,,,
Manduel,213001555,COM,30155,,30,030,76,6909,243000643,,,,,
Marguerittes,213001563,COM,30156,,30,030,76,8744,243000643,,,,,
Martignargues,213001589,COM,30158,,30,030,76,433,200066918,,,,,
Le Martinet,213001597,COM,30159,,30,030,76,755,200066918,,,,,
Maruéjols-lès-Gardon,213001605,COM,30160,,30,030,76,247,200034411,,,,,
Massanes,213001613,COM,30161,,30,030,76,200,200066918,,,,,
Massillargues-Attuech,213001621,COM,30162,,30,030,76,678,200066918,,,,,
Mauressargues,213001639,COM,30163,,30,030,76,164,243000643,,,,,
Méjannes-le-Clap,213001647,COM,30164,,30,030,76,724,200035129,,,,,
Méjannes-lès-Alès,213001654,COM,30165,,30,030,76,1252,200066918,,,,,
Meynes,213001662,COM,30166,,30,030,76,2608,243000684,,,,,
Meyrannes,213001670,COM,30167,,30,030,76,842,200035129,,,,,
Mialet,213001688,COM,30168,,30,030,76,641,200066918,,,,,
Milhaud,213001696,COM,30169,,30,030,76,5770,243000643,,,,,
Molières-Cavaillac,213001704,COM,30170,,30,030,76,971,243000270,,,,,
Molières-sur-Cèze,213001712,COM,30171,,30,030,76,1311,200035129,,,,,
Monoblet,213001720,COM,30172,,30,030,76,741,200034411,,,,,
Mons,213001738,COM,30173,,30,030,76,1708,200066918,,,,,
Montaren-et-Saint-Médiers,213001746,COM,30174,,30,030,76,1468,200034379,,,,,
Montclus,213001753,COM,30175,,30,030,76,207,200034692,,,,,
Montdardier,213001761,COM,30176,,30,030,76,205,243000270,,,,,
Monteils,213001779,COM,30177,,30,030,76,666,200066918,,,,,
Montfaucon,213001787,COM,30178,,30,030,76,1529,200034692,,,,,
Montfrin,213001795,COM,30179,,30,030,76,3243,243000684,,,,,
Montignargues,213001803,COM,30180,,30,030,76,607,243000643,,,,,
Montmirat,213001811,COM,30181,,30,030,76,438,243000296,,,,,
Montpezat,213001829,COM,30182,,30,030,76,1253,243000296,,,,,
Moulézan,213001837,COM,30183,,30,030,76,651,243000643,,,,,
Moussac,213001845,COM,30184,,30,030,76,1497,200034379,,,,,
Mus,213001852,COM,30185,,30,030,76,1429,243000569,,,,,
Nages-et-Solorgues,213001860,COM,30186,,30,030,76,1785,243000569,,,,,
Navacelles,213001878,COM,30187,,30,030,76,333,200035129,,,,,
Ners,213001886,COM,30188,,30,030,76,715,200066918,,,,,
Nîmes,213001894,COM,30189,,30,030,76,152952,243000643,https://data.nimes-metropole.fr/explore/?disjunctive.publisher&sort=explore.popularity_score&refine.publisher=Ville+de+N%C3%AEmes,,,ptf,Nîmes Métropole
Orsan,213001910,COM,30191,,30,030,76,1172,200034692,,,,,
Orthoux-Sérignac-Quilhan,213001928,COM,30192,,30,030,76,423,200034411,,,,,
Parignargues,213001936,COM,30193,,30,030,76,682,243000296,,,,,
Peyremale,213001944,COM,30194,,30,030,76,287,200035129,,,,,
Peyrolles,213001951,COM,30195,,30,030,76,36,200034601,,,,,
Le Pin,213001969,COM,30196,,30,030,76,434,200034692,,,,,
Les Plans,213001977,COM,30197,,30,030,76,259,200066918,,,,,
Les Plantiers,213001985,COM,30198,,30,030,76,263,200034601,,,,,
Pommiers,213001993,COM,30199,,30,030,76,57,243000270,,,,,
Pompignan,213002009,COM,30200,,30,030,76,971,200034411,,,,,
Ponteils-et-Brésis,213002017,COM,30201,,30,030,76,371,200069128,,,,,
Pont-Saint-Esprit,213002025,COM,30202,,30,030,76,10519,200034692,,,,,
Portes,213002033,COM,30203,,30,030,76,352,200066918,,,,,
Potelières,213002041,COM,30204,,30,030,76,382,200035129,,,,,
Pougnadoresse,213002058,COM,30205,,30,030,76,250,200034379,,,,,
Poulx,213002066,COM,30206,,30,030,76,4047,243000643,,,,,
Pouzilhac,213002074,COM,30207,,30,030,76,719,243000684,,,,,
Puechredon,213002082,COM,30208,,30,030,76,40,200034411,,,,,
Pujaut,213002090,COM,30209,,30,030,76,4274,248400251,,,,,
Quissac,213002108,COM,30210,,30,030,76,3251,200034411,,,,,
Redessan,213002116,COM,30211,,30,030,76,4172,243000643,,,,,
Remoulins,213002124,COM,30212,,30,030,76,2323,243000684,,,,,
Revens,213002132,COM,30213,,30,030,76,21,200034601,,,,,
Ribaute-les-Tavernes,213002140,COM,30214,,30,030,76,2251,200066918,,,,,
Rivières,213002157,COM,30215,,30,030,76,365,200035129,,,,,
Robiac-Rochessadoule,213002165,COM,30216,,30,030,76,855,200035129,,,,,
Rochefort-du-Gard,213002173,COM,30217,,30,030,76,7709,248400251,,,,,
Rochegude,213002181,COM,30218,,30,030,76,255,200035129,,,,,
Rogues,213002199,COM,30219,,30,030,76,109,243000270,,,,,
Roquedur,213002207,COM,30220,,30,030,76,264,243000270,,,,,
Roquemaure,213002215,COM,30221,,30,030,76,5546,248400251,,,,,
La Roque-sur-Cèze,213002223,COM,30222,,30,030,76,188,200034692,,,,,
Rousson,213002231,COM,30223,,30,030,76,4177,200066918,,,,,
La Rouvière,213002249,COM,30224,,30,030,76,612,243000643,,,,,
Sabran,213002256,COM,30225,,30,030,76,1725,200034692,,,,,
Saint-Alexandre,213002264,COM,30226,,30,030,76,1257,200034692,,,,,
Saint-Ambroix,213002272,COM,30227,,30,030,76,3201,200035129,,,,,
Sainte-Anastasie,213002280,COM,30228,,30,030,76,1713,243000643,,,,,
Saint-André-de-Majencoules,213002298,COM,30229,,30,030,76,608,200034601,,,,,
Saint-André-de-Roquepertuis,213002306,COM,30230,,30,030,76,603,200034692,,,,,
Saint-André-de-Valborgne,213002314,COM,30231,,30,030,76,393,200034601,,,,,
Saint-André-d'Olérargues,213002322,COM,30232,,30,030,76,443,200034692,,,,,
Saint-Bauzély,213002330,COM,30233,,30,030,76,660,243000643,,,,,
Saint-Bénézet,213002348,COM,30234,,30,030,76,281,200034411,,,,,
Saint-Bonnet-du-Gard,213002355,COM,30235,,30,030,76,846,243000684,,,,,
Saint-Bonnet-de-Salendrinque,213002363,COM,30236,,30,030,76,123,200066918,,,,,
Saint-Brès,213002371,COM,30237,,30,030,76,664,200035129,http://data.montpellier3m.fr/datasets/commune/saint-br%C3%A8s,,,ptf,Montpellier3M
Saint-Bresson,213002389,COM,30238,,30,030,76,56,243000270,,,,,
Sainte-Cécile-d'Andorge,213002397,COM,30239,,30,030,76,589,200066918,,,,,
Saint-Césaire-de-Gauzignan,213002405,COM,30240,,30,030,76,387,200066918,,,,,
Saint-Chaptes,213002413,COM,30241,,30,030,76,1894,243000643,,,,,
Saint-Christol-de-Rodières,213002421,COM,30242,,30,030,76,162,200034692,,,,,
Saint-Christol-lez-Alès,213002439,COM,30243,,30,030,76,7219,200066918,,,,,
Saint-Clément,213002447,COM,30244,,30,030,76,385,243000296,,,,,
Saint-Côme-et-Maruéjols,213002454,COM,30245,,30,030,76,804,243000643,,,,,
Sainte-Croix-de-Caderle,213002462,COM,30246,,30,030,76,120,200066918,,,,,
Saint-Denis,213002470,COM,30247,,30,030,76,303,200035129,,,,,
Saint-Dézéry,213002488,COM,30248,,30,030,76,454,200034379,,,,,
Saint-Dionisy,213002496,COM,30249,,30,030,76,1052,243000643,,,,,
Saint-Étienne-de-l'Olm,213002504,COM,30250,,30,030,76,399,200066918,,,,,
Saint-Étienne-des-Sorts,213002512,COM,30251,,30,030,76,569,200034692,,,,,
Saint-Félix-de-Pallières,213002520,COM,30252,,30,030,76,259,200034411,,,,,
Saint-Florent-sur-Auzonnet,213002538,COM,30253,,30,030,76,1189,200066918,,,,,
Saint-Geniès-de-Comolas,213002546,COM,30254,,30,030,76,2009,200034692,,,,,
Saint-Geniès-de-Malgoirès,213002553,COM,30255,,30,030,76,3038,243000643,,,,,
Saint-Gervais,213002561,COM,30256,,30,030,76,736,200034692,,,,,
Saint-Gervasy,213002579,COM,30257,,30,030,76,1926,243000643,,,,,
Saint-Gilles,213002587,COM,30258,,30,030,76,13711,243000643,,,,,
Saint-Hilaire-de-Brethmas,213002595,COM,30259,,30,030,76,4419,200066918,,,,,
Saint-Hilaire-d'Ozilhan,213002603,COM,30260,,30,030,76,1090,243000684,,,,,
Saint-Hippolyte-de-Caton,213002611,COM,30261,,30,030,76,217,200066918,,,,,
Saint-Hippolyte-de-Montaigu,213002629,COM,30262,,30,030,76,268,200034379,,,,,
Saint-Hippolyte-du-Fort,213002637,COM,30263,,30,030,76,4043,200034411,,,,,
Saint-Jean-de-Ceyrargues,213002645,COM,30264,,30,030,76,165,200066918,,,,,
Saint-Jean-de-Crieulon,213002652,COM,30265,,30,030,76,248,200034411,,,,,
Saint-Jean-de-Maruéjols-et-Avéjan,213002660,COM,30266,,30,030,76,931,200035129,,,,,
Saint-Jean-de-Serres,213002678,COM,30267,,30,030,76,532,200066918,,,,,
Saint-Jean-de-Valériscle,213002686,COM,30268,,30,030,76,679,200066918,,,,,
Saint-Jean-du-Gard,213002694,COM,30269,,30,030,76,2604,200066918,,,,,
Saint-Jean-du-Pin,213002702,COM,30270,,30,030,76,1550,200066918,,,,,
Saint-Julien-de-Cassagnas,213002710,COM,30271,,30,030,76,713,200066918,,,,,
Saint-Julien-de-la-Nef,213002728,COM,30272,,30,030,76,147,243400736,,,,,
Saint-Julien-de-Peyrolas,213002736,COM,30273,,30,030,76,1428,200034692,,,,,
Saint-Julien-les-Rosiers,213002744,COM,30274,,30,030,76,3410,200066918,,,,,
Saint-Just-et-Vacquières,213002751,COM,30275,,30,030,76,304,200066918,,,,,
Saint-Laurent-d'Aigouze,213002769,COM,30276,,30,030,76,3516,243000650,,,,,
Saint-Laurent-de-Carnols,213002777,COM,30277,,30,030,76,505,200034692,,,,,
Saint-Laurent-des-Arbres,213002785,COM,30278,,30,030,76,3108,200034692,,,,,
Saint-Laurent-la-Vernède,213002793,COM,30279,,30,030,76,692,200034379,,,,,
Saint-Laurent-le-Minier,213002801,COM,30280,,30,030,76,352,243000270,,,,,
Saint-Mamert-du-Gard,213002819,COM,30281,,30,030,76,1655,243000643,,,,,
Saint-Marcel-de-Careiret,213002827,COM,30282,,30,030,76,862,200034692,,,,,
Saint-Martial,213002835,COM,30283,,30,030,76,182,243400736,,,,,
Saint-Martin-de-Valgalgues,213002843,COM,30284,,30,030,76,4480,200066918,,,,,
Saint-Maurice-de-Cazevieille,213002850,COM,30285,,30,030,76,735,200066918,,,,,
Saint-Maximin,213002868,COM,30286,,30,030,76,764,200034379,,,,,
Saint-Michel-d'Euzet,213002876,COM,30287,,30,030,76,648,200034692,,,,,
Saint-Nazaire,213002884,COM,30288,,30,030,76,1248,200034692,,,,,
Saint-Nazaire-des-Gardies,213002892,COM,30289,,30,030,76,85,200034411,,,,,
Saint-Paulet-de-Caisson,213002900,COM,30290,,30,030,76,1853,200034692,,,,,
Saint-Paul-la-Coste,213002918,COM,30291,,30,030,76,291,200066918,,,,,
Saint-Pons-la-Calm,213002926,COM,30292,,30,030,76,448,200034692,,,,,
Saint-Privat-de-Champclos,213002934,COM,30293,,30,030,76,349,200035129,,,,,
Saint-Privat-des-Vieux,213002942,COM,30294,,30,030,76,5309,200066918,,,,,
Saint-Quentin-la-Poterie,213002959,COM,30295,,30,030,76,3117,200034379,,,,,
Saint-Roman-de-Codières,213002967,COM,30296,,30,030,76,172,243400736,,,,,
Saint-Sauveur-Camprieu,213002975,COM,30297,,30,030,76,259,200034601,,,,,
Saint-Sébastien-d'Aigrefeuille,213002983,COM,30298,,30,030,76,520,200066918,,,,,
Saint-Siffret,213002991,COM,30299,,30,030,76,1103,200034379,,,,,
Saint-Théodorit,213003007,COM,30300,,30,030,76,538,200034411,,,,,
Saint-Victor-des-Oules,213003015,COM,30301,,30,030,76,310,200034379,,,,,
Saint-Victor-la-Coste,213003023,COM,30302,,30,030,76,2115,200034692,,,,,
Saint-Victor-de-Malcap,213003031,COM,30303,,30,030,76,854,200035129,,,,,
Salazac,213003049,COM,30304,,30,030,76,187,200034692,,,,,
Salindres,213003056,COM,30305,,30,030,76,3535,200066918,,,,,
Salinelles,213003064,COM,30306,,30,030,76,581,243000296,,,,,
Les Salles-du-Gardon,213003072,COM,30307,,30,030,76,2626,200066918,,,,,
Sanilhac-Sagriès,213003080,COM,30308,,30,030,76,831,200034379,,,,,
Sardan,213003098,COM,30309,,30,030,76,301,200034411,,,,,
Saumane,213003106,COM,30310,,30,030,76,282,200034601,,,,,
Sauve,213003114,COM,30311,,30,030,76,1950,200034411,,,,,
Sauveterre,213003122,COM,30312,,30,030,76,2084,248400251,,,,,
Sauzet,213003130,COM,30313,,30,030,76,754,243000643,,,,,
Savignargues,213003148,COM,30314,,30,030,76,243,200034411,,,,,
Saze,213003155,COM,30315,,30,030,76,2076,248400251,,,,,
Sénéchas,213003163,COM,30316,,30,030,76,255,200066918,,,,,
Sernhac,213003171,COM,30317,,30,030,76,1778,243000643,,,,,
Servas,213003189,COM,30318,,30,030,76,213,200066918,,,,,
Serviers-et-Labaume,213003197,COM,30319,,30,030,76,627,200034379,,,,,
Seynes,213003205,COM,30320,,30,030,76,163,200066918,,,,,
Sommières,213003213,COM,30321,,30,030,76,4979,243000296,,,,,
Soudorgues,213003221,COM,30322,,30,030,76,282,200034601,,,,,
Soustelle,213003239,COM,30323,,30,030,76,126,200066918,,,,,
Souvignargues,213003247,COM,30324,,30,030,76,886,243000296,,,,,
Sumène,213003254,COM,30325,,30,030,76,1591,243400736,,,,,
Tavel,213003262,COM,30326,,30,030,76,2014,200034692,,,,,
Tharaux,213003270,COM,30327,,30,030,76,58,200035129,,,,,
Théziers,213003288,COM,30328,,30,030,76,1057,243000684,,,,,
Thoiras,213003296,COM,30329,,30,030,76,452,200066918,,,,,
Tornac,213003304,COM,30330,,30,030,76,930,200066918,,,,,
Tresques,213003312,COM,30331,,30,030,76,1856,200034692,,,,,
Trèves,213003320,COM,30332,,30,030,76,129,200034601,,,,,
Uchaud,213003338,COM,30333,,30,030,76,4356,243000569,,,,,
Uzès,213003346,COM,30334,,30,030,76,8813,200034379,,,,,
Vabres,213003353,COM,30335,,30,030,76,125,200066918,,,,,
Vallabrègues,213003361,COM,30336,,30,030,76,1411,243000585,,,,,
Vallabrix,213003379,COM,30337,,30,030,76,437,200034379,,,,,
Vallérargues,213003387,COM,30338,,30,030,76,144,200034379,,,,,
Val-d'Aigoual,200082725,COM,30339,,30,030,76,1451,200034601,,,,,
Valliguières,213003403,COM,30340,,30,030,76,595,243000684,,,,,
Vauvert,213003411,COM,30341,,30,030,76,11742,243000593,,,,,
Vénéjan,213003429,COM,30342,,30,030,76,1287,200034692,,,,,
Verfeuil,213003437,COM,30343,,30,030,76,607,200034692,,,,,
Vergèze,213003445,COM,30344,,30,030,76,5267,243000569,,,,,
La Vernarède,213003452,COM,30345,,30,030,76,338,200066918,,,,,
Vers-Pont-du-Gard,213003460,COM,30346,,30,030,76,1885,243000684,,,,,
Vestric-et-Candiac,213003478,COM,30347,,30,030,76,1423,243000569,,,,,
Vézénobres,213003486,COM,30348,,30,030,76,1871,200066918,,,,,
Vic-le-Fesq,213003494,COM,30349,,30,030,76,526,200034411,,,,,
Le Vigan,213003502,COM,30350,,30,030,76,3944,243000270,,,,,
Villeneuve-lès-Avignon,213003510,COM,30351,,30,030,76,12103,248400251,,,,,
Villevieille,213003528,COM,30352,,30,030,76,1753,243000296,,,,,
Vissec,213003536,COM,30353,,30,030,76,61,243000270,,,,,
Montagnac,213003544,COM,30354,,30,030,76,212,243000643,,,,,
Saint-Paul-les-Fonts,213003551,COM,30355,,30,030,76,1052,200034692,,,,,
Rodilhan,213003569,COM,30356,,30,030,76,3075,243000643,,,,,
Agassac,213100019,COM,31001,,31,031,76,121,200072643,,,,,
Aignes,213100027,COM,31002,,31,031,76,251,200071298,,,,,
Aigrefeuille,213100035,COM,31003,,31,031,76,1312,243100518,,,,,
Ayguesvives,213100043,COM,31004,,31,031,76,2704,243100633,,,,,
Alan,213100050,COM,31005,,31,031,76,313,200072643,,,,,
Albiac,213100068,COM,31006,,31,031,76,215,200071298,,,,,
Ambax,213100076,COM,31007,,31,031,76,67,200072643,,,,,
Anan,213100084,COM,31008,,31,031,76,250,200072643,,,,,
Antichan-de-Frontignes,213100092,COM,31009,,31,031,76,160,200072635,,,,,
Antignac,213100100,COM,31010,,31,031,76,121,200072635,,,,,
Arbas,213100118,COM,31011,,31,031,76,269,200073146,,,,,
Arbon,213100126,COM,31012,,31,031,76,103,200073146,,,,,
Ardiège,213100134,COM,31013,,31,031,76,375,200072635,,,,,
Arguenos,213100142,COM,31014,,31,031,76,73,200073146,,,,,
Argut-Dessous,213100159,COM,31015,,31,031,76,24,200072635,,,,,
Arlos,213100175,COM,31017,,31,031,76,101,200072635,,,,,
Arnaud-Guilhem,213100183,COM,31018,,31,031,76,234,200073146,,,,,
Artigue,213100191,COM,31019,,31,031,76,31,200072635,,,,,
Aspet,213100209,COM,31020,,31,031,76,951,200073146,,,,,
Aspret-Sarrat,213100217,COM,31021,,31,031,76,141,200072643,,,,,
Aucamville,213100225,COM,31022,,31,031,76,8477,243100518,https://data.toulouse-metropole.fr/explore/?refine.publisher=Mairie+d%27Aucamville,,,ptf,Toulouse Métropole
Aulon,213100233,COM,31023,,31,031,76,319,200072643,,,,,
Auragne,213100241,COM,31024,,31,031,76,432,200068807,,,,,
Aureville,213100258,COM,31025,,31,031,76,913,243100633,,,,,
Auriac-sur-Vendinelle,213100266,COM,31026,,31,031,76,1048,200071298,,,,,
Auribail,213100274,COM,31027,,31,031,76,209,200068807,,,,,
Aurignac,213100282,COM,31028,,31,031,76,1265,200072643,,,,,
Aurin,213100290,COM,31029,,31,031,76,338,200071298,,,,,
Ausseing,213100308,COM,31030,,31,031,76,77,200073146,,,,,
Ausson,213100316,COM,31031,,31,031,76,601,200072643,,,,,
Aussonne,213100324,COM,31032,,31,031,76,7057,243100518,,,,,
Auterive,213100332,COM,31033,,31,031,76,9850,200068807,https://data.haute-garonne.fr/pages/catalogue-partenaires-conseil-departemental-de-la-haute-garonne0/?disjunctive.publisher&q.custom=NOT%20publisher:%22Conseil%2Bd%C3%A9partemental%2Bde%2Bla%2BHaute-Garonne%22%20%0A%20%20%20%20%20%20%20%20%20%20%20%20%20%20&refine.publisher=Commune%20d%27Auterive,,,ptf,Haute-Garonne
Auzas,213100340,COM,31034,,31,031,76,249,200073146,,,,,
Auzeville-Tolosane,213100357,COM,31035,,31,031,76,4375,243100633,,,,,
Auzielle,213100365,COM,31036,,31,031,76,1545,243100633,,,,,
Avignonet-Lauragais,213100373,COM,31037,,31,031,76,1546,200071298,,,,,
Azas,213100381,COM,31038,,31,031,76,680,200034023,,,,,
Bachas,213100399,COM,31039,,31,031,76,72,200072643,,,,,
Bachos,213100407,COM,31040,,31,031,76,39,200072635,,,,,
Bagiry,213100415,COM,31041,,31,031,76,114,200072635,,,,,
Bagnères-de-Luchon,213100423,COM,31042,,31,031,76,2455,200072635,,,,,
Balesta,213100431,COM,31043,,31,031,76,154,200072643,,,,,
Balma,213100449,COM,31044,,31,031,76,16878,243100518,https://data.toulouse-metropole.fr/explore/?refine.publisher=Mairie+de+Balma,,,ptf,Toulouse Métropole
Barbazan,213100456,COM,31045,,31,031,76,500,200072635,,,,,
Baren,213100464,COM,31046,,31,031,76,12,200072635,,,,,
Bax,213100472,COM,31047,,31,031,76,90,200066819,,,,,
Baziège,213100480,COM,31048,,31,031,76,3403,243100633,,,,,
Bazus,213100498,COM,31049,,31,031,76,568,243100732,,,,,
Beauchalot,213100506,COM,31050,,31,031,76,649,200073146,,,,,
Beaufort,213100514,COM,31051,,31,031,76,468,200068815,,,,,
Beaumont-sur-Lèze,213100522,COM,31052,,31,031,76,1588,200068807,,,,,
Beaupuy,213100530,COM,31053,,31,031,76,1368,243100518,,,,,
Beauteville,213100548,COM,31054,,31,031,76,176,200071298,,,,,
Beauville,213100555,COM,31055,,31,031,76,173,200071298,,,,,
Beauzelle,213100563,COM,31056,,31,031,76,6463,243100518,,,,,
Belberaud,213100571,COM,31057,,31,031,76,1554,243100633,,,,,
Belbèze-de-Lauragais,213100589,COM,31058,,31,031,76,124,243100633,,,,,
Belbèze-en-Comminges,213100597,COM,31059,,31,031,76,119,200073146,,,,,
Bélesta-en-Lauragais,213100605,COM,31060,,31,031,76,120,243100567,,,,,
Bellegarde-Sainte-Marie,213100613,COM,31061,,31,031,76,204,200071314,,,,,
Bellesserre,213100621,COM,31062,,31,031,76,113,200071314,,,,,
Benque,213100639,COM,31063,,31,031,76,164,200072643,,,,,
Benque-Dessous-et-Dessus,213100647,COM,31064,,31,031,76,25,200072635,,,,,
Bérat,213100654,COM,31065,,31,031,76,3075,200068815,,,,,
Bessières,213100662,COM,31066,,31,031,76,4132,243100773,,,,,
Bezins-Garraux,213100670,COM,31067,,31,031,76,44,200072635,,,,,
Billière,213100688,COM,31068,,31,031,76,22,200072635,,,,,
Blagnac,213100696,COM,31069,,31,031,76,25009,243100518,https://data.toulouse-metropole.fr/explore/?sort=modified&refine.publisher=Ville+de+Blagnac,,,ptf,Toulouse Métropole
Blajan,213100704,COM,31070,,31,031,76,513,200072643,,,,,
Bois-de-la-Pierre,213100712,COM,31071,,31,031,76,432,200066819,,,,,
Boissède,213100720,COM,31072,,31,031,76,72,200072643,,,,,
Bondigoux,213100738,COM,31073,,31,031,76,549,243100773,,,,,
Bonrepos-Riquet,213100746,COM,31074,,31,031,76,300,243100732,,,,,
Bonrepos-sur-Aussonnelle,213100753,COM,31075,,31,031,76,1209,200068641,,,,,
Bordes-de-Rivière,213100761,COM,31076,,31,031,76,495,200072643,,,,,
Le Born,213100779,COM,31077,,31,031,76,562,243100773,,,,,
Boudrac,213100787,COM,31078,,31,031,76,146,200072643,,,,,
Bouloc,213100795,COM,31079,,31,031,76,4743,200034957,,,,,
Boulogne-sur-Gesse,213100803,COM,31080,,31,031,76,1660,200072643,,,,,
Bourg-d'Oueil,213100811,COM,31081,,31,031,76,6,200072635,,,,,
Bourg-Saint-Bernard,213100829,COM,31082,,31,031,76,1057,200071298,,,,,
Boussan,213100837,COM,31083,,31,031,76,241,200072643,,,,,
Boussens,213100845,COM,31084,,31,031,76,1097,200068815,,,,,
Boutx,213100852,COM,31085,,31,031,76,247,200072635,,,,,
Bouzin,213100860,COM,31086,,31,031,76,100,200072643,,,,,
Bragayrac,213100878,COM,31087,,31,031,76,328,200068641,,,,,
Brax,213100886,COM,31088,,31,031,76,2912,243100518,,,,,
Bretx,213100894,COM,31089,,31,031,76,669,200071314,,,,,
