nom,SIREN,type,COG,COG_3digits,code_departement,code_departement_3digits,code_region,population,EPCI,url-ptf,url-datagouv,id-datagouv,merge,ptf,trancheEffectifsUniteLegale,EffectifsSup50
Rousies,215905142,COM,59514,,59,059,32,4071,200043396.0,,,,,,22.0,True
Sainghin-en-Weppes,215905241,COM,59524,,59,059,32,5637,200093201.0,,,,,,21.0,True
Saint-Amand-les-Eaux,215905266,COM,59526,,59,059,32,16041,200042190.0,,,,,,32.0,True
Saint-André-lez-Lille,215905274,COM,59527,,59,059,32,12707,200093201.0,,,,,,31.0,True
Saint-Saulve,215905449,COM,59544,,59,059,32,11353,245901160.0,,,,,,32.0,True
Santes,215905530,COM,59553,,59,059,32,5778,200093201.0,,,,,,21.0,True
Seclin,215905605,COM,59560,,59,059,32,12507,200093201.0,,,,,,32.0,True
Sequedin,215905662,COM,59566,,59,059,32,4735,200093201.0,,,,,,21.0,True
Sin-le-Noble,215905696,COM,59569,,59,059,32,15799,200044618.0,,,,,,41.0,True
Solesmes,215905712,COM,59571,,59,059,32,4441,245901038.0,,,,,,21.0,True
Somain,215905746,COM,59574,,59,059,32,12232,245901152.0,,,,,,31.0,True
Steenvoorde,215905803,COM,59580,,59,059,32,4452,200040947.0,,,,,,21.0,True
Steenwerck,215905811,COM,59581,,59,059,32,3726,200040947.0,,,,,,21.0,True
Templeuve-en-Pévèle,215905860,COM,59586,,59,059,32,6126,200041960.0,,,,,,22.0,True
Téteghem-Coudekerque-Village,200057123,COM,59588,,59,059,32,8592,245900428.0,,,,,,22.0,True
Thumeries,215905928,COM,59592,,59,059,32,3931,200041960.0,,,,,,21.0,True
Toufflers,215905985,COM,59598,,59,059,32,3924,200093201.0,,,,,,21.0,True
Tourcoing,215905993,COM,59599,,59,059,32,98028,200093201.0,https://opendata.lillemetropole.fr/explore/?refine.publisher=Ville+de+Tourcoing,,,ptf,Lille Métropole,51.0,True
Trith-Saint-Léger,215906033,COM,59603,,59,059,32,6305,200042190.0,,,,,,32.0,True
Valenciennes,215906066,COM,59606,,59,059,32,43755,245901160.0,,,,,,42.0,True
Vieux-Condé,215906165,COM,59616,,59,059,32,10521,245901160.0,,,,,,32.0,True
Wallers,215906322,COM,59632,,59,059,32,5565,200042190.0,,,,,,21.0,True
Wambrechies,215906363,COM,59636,,59,059,32,11036,200093201.0,,https://www.data.gouv.fr/fr/organizations/5bd875ac634f41794e19695f/,5bd875ac634f41794e19695f,datagouv,DataGouv,22.0,True
Wasquehal,215906462,COM,59646,,59,059,32,20705,200093201.0,,,,,,41.0,True
Wattignies,215906488,COM,59648,,59,059,32,14743,200093201.0,,,,,,32.0,True
Wattrelos,215906504,COM,59650,,59,059,32,41118,200093201.0,,,,,,42.0,True
Wavrin,215906538,COM,59653,,59,059,32,7744,200093201.0,,,,,,22.0,True
Waziers,215906546,COM,59654,,59,059,32,7519,200044618.0,,,,,,32.0,True
Wervicq-Sud,215906561,COM,59656,,59,059,32,5462,200093201.0,,,,,,22.0,True
Wormhout,215906637,COM,59663,,59,059,32,5718,200040954.0,,,,,,21.0,True
Beauvais,216000562,COM,60057,,60,060,32,57582,200067999.0,,https://www.data.gouv.fr/fr/organizations/587cebc488ee3805cb9b81a4,587cebc488ee3805cb9b81a4,datagouv,DataGouv,42.0,True
Bornel,200053734,COM,60088,,60,060,32,4886,246000582.0,,,,,,21.0,True
Bresles,216001032,COM,60103,,60,060,32,4191,200067999.0,,,,,,21.0,True
Breteuil,216001040,COM,60104,,60,060,32,4454,200068005.0,,,,,,21.0,True
Chambly,216001388,COM,60139,,60,060,32,10305,200067973.0,,,,,,32.0,True
Chantilly,216001404,COM,60141,,60,060,32,11089,246000764.0,,,,,,31.0,True
Cires-lès-Mello,216001545,COM,60155,,60,060,32,4027,200067973.0,,,,,,21.0,True
Clermont,216001560,COM,60157,,60,060,32,10362,246000376.0,,,,,,32.0,True
Compiègne,216001586,COM,60159,,60,060,32,41235,200067965.0,,https://www.data.gouv.fr/fr/organizations/638f4354d393bbc2db6865c4/,638f4354d393bbc2db6865c4,datagouv,DataGouv,42.0,True
Coye-la-Forêt,216001719,COM,60172,,60,060,32,4134,246000764.0,,,,,,21.0,True
Creil,216001743,COM,60175,,60,060,32,35884,200068047.0,,,,,,42.0,True
Crépy-en-Valois,216001750,COM,60176,,60,060,32,15357,246000871.0,,,,,,32.0,True
Crèvecœur-le-Grand,216001776,COM,60178,,60,060,32,3677,200067999.0,,,,,,21.0,True
Estrées-Saint-Denis,216002212,COM,60223,,60,060,32,3805,246000897.0,,,,,,21.0,True
Gouvieux,216002790,COM,60282,,60,060,32,9471,246000764.0,,,,,,21.0,True
Lacroix-Saint-Ouen,216003350,COM,60338,,60,060,32,4860,200067965.0,,,,,,22.0,True
Laigneville,216003392,COM,60342,,60,060,32,4772,246000129.0,,,,,,21.0,True
Lamorlaye,216003434,COM,60346,,60,060,32,9117,246000764.0,,,,,,22.0,True
Liancourt,216003574,COM,60360,,60,060,32,6941,246000129.0,,,,,,22.0,True
Margny-lès-Compiègne,216003798,COM,60382,,60,060,32,8544,200067965.0,,,,,,22.0,True
Méru,216003913,COM,60395,,60,060,32,14800,246000582.0,,,,,,32.0,True
Montataire,216004101,COM,60414,,60,060,32,13419,200068047.0,,,,,,41.0,True
Mouy,216004341,COM,60439,,60,060,32,5363,246000376.0,,,,,,22.0,True
Nanteuil-le-Haudouin,216004416,COM,60446,,60,060,32,4334,246000871.0,,,,,,21.0,True
Neuilly-en-Thelle,216004457,COM,60450,,60,060,32,3697,200067973.0,,,,,,21.0,True
Nogent-sur-Oise,216004580,COM,60463,,60,060,32,20395,200068047.0,,,,,,41.0,True
Noyon,216004655,COM,60471,,60,060,32,13831,246000756.0,,,,,,32.0,True
Pont-Sainte-Maxence,216005033,COM,60509,,60,060,32,12322,246000921.0,,,,,,32.0,True
Ribécourt-Dreslincourt,216005314,COM,60537,,60,060,32,3922,246000772.0,,,,,,22.0,True
Saint-Just-en-Chaussée,216005744,COM,60581,,60,060,32,6059,246000566.0,,,,,,22.0,True
Saint-Leu-d'Esserent,216005777,COM,60584,,60,060,32,4788,200068047.0,,,,,,22.0,True
Senlis,216006031,COM,60612,,60,060,32,14878,200066975.0,,,,,,32.0,True
Thourotte,216006270,COM,60636,,60,060,32,4632,246000772.0,,,,,,22.0,True
Verberie,216006585,COM,60667,,60,060,32,3900,200067965.0,,,,,,21.0,True
Verneuil-en-Halatte,216006619,COM,60670,,60,060,32,4747,246000921.0,,,,,,21.0,True
Villers-Saint-Paul,216006759,COM,60684,,60,060,32,6489,200068047.0,,,,,,31.0,True
Alençon,216100016,COM,61001,,61,061,28,26592,246100663.0,,,,,,32.0,True
Argentan,216100065,COM,61006,,61,061,28,14208,200068450.0,,,,,,32.0,True
Athis-Val de Rouvre,200058642,COM,61007,,61,061,28,4343,200035814.0,,,,,,21.0,True
Domfront en Poiraie,200059194,COM,61145,,61,061,28,4370,200071520.0,,,,,,21.0,True
La Ferté Macé,200060960,COM,61168,,61,061,28,5640,200035814.0,,,,,,22.0,True
Flers,216101691,COM,61169,,61,061,28,15093,200035814.0,,,,,,32.0,True
L'Aigle,216102145,COM,61214,,61,061,28,8298,200068468.0,,,,,,22.0,True
Mortagne-au-Perche,216102939,COM,61293,,61,061,28,4113,200036069.0,,,,,,22.0,True
Sées,216104646,COM,61464,,61,061,28,4625,200035111.0,,,,,,21.0,True
Gouffern en Auge,200066256,COM,61474,,61,061,28,3809,200068450.0,,,,,,21.0,True
Val-au-Perche,200053817,COM,61484,,61,061,28,3696,200071504.0,,,,,,21.0,True
Achicourt,216200048,COM,62004,,62,062,32,7903,200033579.0,,,,,,22.0,True
Aire-sur-la-Lys,216200147,COM,62014,,62,062,32,10128,200069037.0,,,,,,22.0,True
Aix-Noulette,216200196,COM,62019,,62,062,32,3949,246200364.0,,,,,,21.0,True
Angres,216200329,COM,62032,,62,062,32,4583,246200364.0,,,,,,22.0,True
Annay,216200337,COM,62033,,62,062,32,4364,246200364.0,,,,,,22.0,True
Annezin,216200352,COM,62035,,62,062,32,5944,200072460.0,,,,,,21.0,True
Ardres,216200386,COM,62038,,62,062,32,4475,200072478.0,,,,,,21.0,True
Arques,216200402,COM,62040,,62,062,32,9882,200069037.0,,,,,,31.0,True
Arras,216200410,COM,62041,,62,062,32,41813,200033579.0,,,,,,42.0,True
Auchel,216200485,COM,62048,,62,062,32,10344,200072460.0,,,,,,32.0,True
Auchy-les-Mines,216200519,COM,62051,,62,062,32,4765,200072460.0,,,,,,22.0,True
Audruicq,216200576,COM,62057,,62,062,32,5465,246200844.0,,,,,,22.0,True
Avion,216200659,COM,62065,,62,062,32,17762,246200364.0,,,,,,32.0,True
Bapaume,216200808,COM,62080,,62,062,32,4202,200035442.0,,,,,,21.0,True
Barlin,216200832,COM,62083,,62,062,32,7704,200072460.0,,,,,,22.0,True
Beaurains,216200998,COM,62099,,62,062,32,5729,200033579.0,,,,,,22.0,True
Berck,216201087,COM,62108,,62,062,32,14519,200069029.0,,https://www.data.gouv.fr/fr/organizations/5f06e7cf3a2888d20686160c/,5f06e7cf3a2888d20686160c,datagouv,DataGouv,32.0,True
Béthune,216209106,COM,62119,,62,062,32,25228,200072460.0,,,,,,41.0,True
Beuvry,216201269,COM,62126,,62,062,32,9617,200072460.0,,,,,,22.0,True
Biache-Saint-Vaast,216201285,COM,62128,,62,062,32,4115,200044048.0,,,,,,21.0,True
Billy-Berclau,216201327,COM,62132,,62,062,32,4661,200072460.0,,,,,,22.0,True
Billy-Montigny,216201335,COM,62133,,62,062,32,8192,246200364.0,,,,,,22.0,True
Blendecques,216201392,COM,62139,,62,062,32,5135,200069037.0,,,,,,21.0,True
Boulogne-sur-Mer,216201608,COM,62160,,62,062,32,41320,246200729.0,,,,,,42.0,True
Brebières,216201731,COM,62173,,62,062,32,5083,200044048.0,,,,,,21.0,True
Bruay-la-Buissière,216201780,COM,62178,,62,062,32,22267,200072460.0,,,,,,41.0,True
Bully-les-Mines,216201863,COM,62186,,62,062,32,12234,246200364.0,,,,,,32.0,True
Calais,216201939,COM,62193,,62,062,32,74581,200090751.0,,,,,,42.0,True
Calonne-Ricouart,216201947,COM,62194,,62,062,32,5487,200072460.0,,,,,,22.0,True
Carvin,216202150,COM,62215,,62,062,32,17235,246200299.0,,,,,,32.0,True
Coulogne,216202440,COM,62244,,62,062,32,5581,200090751.0,,,,,,21.0,True
Courcelles-lès-Lens,216202499,COM,62249,,62,062,32,7813,246200299.0,,,,,,22.0,True
Courrières,216202507,COM,62250,,62,062,32,10610,246200299.0,,,,,,32.0,True
Cucq,216202614,COM,62261,,62,062,32,5211,200069029.0,,,,,,21.0,True
Dainville,216202630,COM,62263,,62,062,32,5753,200033579.0,,,,,,22.0,True
Desvres,216202689,COM,62268,,62,062,32,5024,200018083.0,,,,,,22.0,True
Divion,216202705,COM,62270,,62,062,32,7017,200072460.0,,,,,,22.0,True
Dourges,216202747,COM,62274,,62,062,32,5931,246200299.0,,,,,,22.0,True
Douvrin,216202762,COM,62276,,62,062,32,5449,200072460.0,,,,,,22.0,True
Étaples,216203182,COM,62318,,62,062,32,10963,200069029.0,,,,,,32.0,True
Évin-Malmaison,216203216,COM,62321,,62,062,32,4568,246200299.0,,,,,,22.0,True
Fouquières-lès-Lens,216203513,COM,62351,,62,062,32,6400,246200364.0,,,,,,22.0,True
Frévent,216203612,COM,62361,,62,062,32,3628,200069672.0,,,,,,21.0,True
Grenay,216203869,COM,62386,,62,062,32,6972,246200364.0,,,,,,32.0,True
Guînes,216203976,COM,62397,,62,062,32,5703,200072478.0,,,,,,22.0,True
Haillicourt,216204008,COM,62400,,62,062,32,4923,200072460.0,,,,,,22.0,True
Harnes,216204131,COM,62413,,62,062,32,12450,246200364.0,,,,,,32.0,True
Hénin-Beaumont,216204271,COM,62427,,62,062,32,26385,246200299.0,,,,,,41.0,True
Hersin-Coupigny,216204438,COM,62443,,62,062,32,6287,200072460.0,,,,,,22.0,True
Houdain,216204578,COM,62457,,62,062,32,7307,200072460.0,,,,,,22.0,True
Isbergues,216204735,COM,62473,,62,062,32,8923,200072460.0,,,,,,22.0,True
Laventie,216204917,COM,62491,,62,062,32,5075,245900758.0,,,,,,21.0,True
Leforest,216204974,COM,62497,,62,062,32,7215,246200299.0,,,,,,22.0,True
Lens,216204982,COM,62498,,62,062,32,31614,246200364.0,,,,,,42.0,True
Lestrem,216205021,COM,62502,,62,062,32,4601,245900758.0,,,,,,21.0,True
Liévin,216205104,COM,62510,,62,062,32,31154,246200364.0,,,,,,41.0,True
Lillers,216205161,COM,62516,,62,062,32,10014,200072460.0,,,,,,32.0,True
Loison-sous-Lens,216205237,COM,62523,,62,062,32,5457,246200364.0,,,,,,22.0,True
Longuenesse,216205252,COM,62525,,62,062,32,11563,200069037.0,,,,,,22.0,True
Loos-en-Gohelle,216205286,COM,62528,,62,062,32,6808,246200364.0,,,,,,22.0,True
Lumbres,216205344,COM,62534,,62,062,32,3701,246201016.0,,,,,,21.0,True
Marck,216205484,COM,62548,,62,062,32,10819,200090751.0,,,,,,31.0,True
Marles-les-Mines,216205559,COM,62555,,62,062,32,5608,200072460.0,,,,,,22.0,True
Marquise,216205609,COM,62560,,62,062,32,5148,246200380.0,,,,,,22.0,True
Mazingarbe,216205633,COM,62563,,62,062,32,8103,246200364.0,,https://www.data.gouv.fr/fr/organizations/5bb345d18b4c414c173fc6a5/,5bb345d18b4c414c173fc6a5,datagouv,DataGouv,31.0,True
Méricourt,216205708,COM,62570,,62,062,32,11438,246200364.0,,,,,,32.0,True
Meurchin,216205732,COM,62573,,62,062,32,3810,246200364.0,,,,,,21.0,True
Montigny-en-Gohelle,216205872,COM,62587,,62,062,32,10258,246200299.0,,,,,,32.0,True
Neufchâtel-Hardelot,216206045,COM,62604,,62,062,32,3820,246200729.0,,,,,,22.0,True
Nœux-les-Mines,216206177,COM,62617,,62,062,32,12146,200072460.0,,,,,,32.0,True
Noyelles-Godault,216206243,COM,62624,,62,062,32,6007,246200299.0,,,,,,22.0,True
Noyelles-sous-Lens,216206284,COM,62628,,62,062,32,6607,246200364.0,,,,,,31.0,True
Oignies,216206375,COM,62637,,62,062,32,9817,246200299.0,,,,,,32.0,True
Outreau,216206433,COM,62643,,62,062,32,13596,246200729.0,,,,,,32.0,True
Oye-Plage,216206458,COM,62645,,62,062,32,5455,246200844.0,,,,,,22.0,True
Le Portel,216206672,COM,62667,,62,062,32,9343,246200729.0,,,,,,32.0,True
Rang-du-Fliers,216206888,COM,62688,,62,062,32,4289,200069029.0,,,,,,21.0,True
Rouvroy,216207241,COM,62724,,62,062,32,8775,246200299.0,,,,,,32.0,True
Sailly-sur-la-Lys,216207365,COM,62736,,62,062,32,4054,245900758.0,,,,,,21.0,True
Sains-en-Gohelle,216207373,COM,62737,,62,062,32,6183,246200364.0,,,,,,22.0,True
Sainte-Catherine,216207449,COM,62744,,62,062,32,3567,200033579.0,,,,,,21.0,True
Saint-Étienne-au-Mont,216207464,COM,62746,,62,062,32,5140,246200729.0,,,,,,22.0,True
Saint-Laurent-Blangy,216207530,COM,62753,,62,062,32,6670,200033579.0,,,,,,22.0,True
Saint-Léonard,216207555,COM,62755,,62,062,32,3505,246200729.0,,,,,,22.0,True
Saint-Martin-lez-Tatinghem,200059608,COM,62757,,62,062,32,6042,200069037.0,,,,,,22.0,True
Saint-Martin-Boulogne,216207589,COM,62758,,62,062,32,11390,246200729.0,,,,,,31.0,True
Saint-Nicolas,216207647,COM,62764,,62,062,32,4788,200033579.0,,,,,,21.0,True
Saint-Omer,216207654,COM,62765,,62,062,32,15470,200069037.0,,,,,,32.0,True
Saint-Pol-sur-Ternoise,216207670,COM,62767,,62,062,32,5145,200069672.0,,,,,,22.0,True
Sallaumines,216207712,COM,62771,,62,062,32,9752,246200364.0,,,,,,32.0,True
Samer,216207738,COM,62773,,62,062,32,4639,200018083.0,,,,,,22.0,True
Sangatte,216207746,COM,62774,,62,062,32,4946,200090751.0,,,,,,22.0,True
Le Touquet-Paris-Plage,216208264,COM,62826,,62,062,32,4462,200069029.0,,,,,,32.0,True
Vendin-le-Vieil,216208421,COM,62842,,62,062,32,8650,246200364.0,,,,,,22.0,True
Vermelles,216208462,COM,62846,,62,062,32,4765,200072460.0,,,,,,21.0,True
Vimy,216208611,COM,62861,,62,062,32,4342,246200364.0,,,,,,21.0,True
Violaines,216208637,COM,62863,,62,062,32,3697,200072460.0,,,,,,21.0,True
Vitry-en-Artois,216208652,COM,62865,,62,062,32,4726,200044048.0,,,,,,22.0,True
Wimereux,216208934,COM,62893,,62,062,32,6743,246200729.0,,,,,,22.0,True
Wimille,216208942,COM,62894,,62,062,32,4163,246200729.0,,,,,,21.0,True
Wingles,216208959,COM,62895,,62,062,32,8830,246200364.0,,,,,,31.0,True
Libercourt,216209072,COM,62907,,62,062,32,8398,246200299.0,,,,,,22.0,True
Ambert,216300038,COM,63003,,63,063,84,6923,200070761.0,,,,,,22.0,True
Aubière,216300145,COM,63014,,63,063,84,10211,246300701.0,,,,,,31.0,True
Aulnat,216300194,COM,63019,,63,063,84,4085,246300701.0,,,,,,21.0,True
Beaumont,216300327,COM,63032,,63,063,84,11023,246300701.0,,,,,,22.0,True
Billom,216300400,COM,63040,,63,063,84,4825,200067627.0,,,,,,21.0,True
Blanzat,216300426,COM,63042,,63,063,84,3804,246300701.0,,,,,,21.0,True
Cébazat,216300632,COM,63063,,63,063,84,8711,246300701.0,,,,,,22.0,True
Le Cendre,216300699,COM,63069,,63,063,84,5483,246300701.0,,,,,,22.0,True
Ceyrat,216300707,COM,63070,,63,063,84,6550,246300701.0,,,,,,22.0,True
Chamalières,216300756,COM,63075,,63,063,84,17826,246300701.0,,,,,,32.0,True
Châtel-Guyon,216301036,COM,63103,,63,063,84,6298,200070753.0,,,,,,22.0,True
Clermont-Ferrand,216301135,COM,63113,,63,063,84,146632,246300701.0,https://opendata.clermontmetropole.eu/explore/?q=&sort=modified&refine.publisher=Ville+de+Clermont-Ferrand,,,ptf,Clermont Métropole,51.0,True
Cournon-d'Auvergne,216301242,COM,63124,,63,063,84,20440,246300701.0,,,,,,32.0,True
Courpière,216301259,COM,63125,,63,063,84,4194,200070712.0,,,,,,21.0,True
Gerzat,216301648,COM,63164,,63,063,84,10453,246300701.0,,,,,,31.0,True
Issoire,216301788,COM,63178,,63,063,84,15226,200070407.0,,,,,,32.0,True
Lempdes,216301937,COM,63193,,63,063,84,8832,246300701.0,,,,,,31.0,True
Lezoux,216301952,COM,63195,,63,063,84,6225,246301097.0,,,,,,22.0,True
Les Martres-de-Veyre,216302141,COM,63214,,63,063,84,4032,200069177.0,,,,,,21.0,True
Mozac,216302455,COM,63245,,63,063,84,3942,200070753.0,,,,,,21.0,True
Pont-du-Château,216302844,COM,63284,,63,063,84,11736,246300701.0,,,,,,31.0,True
Riom,216303008,COM,63300,,63,063,84,19999,200070753.0,,,,,,32.0,True
Romagnat,216303073,COM,63307,,63,063,84,7882,246300701.0,,,,,,22.0,True
Royat,216303081,COM,63308,,63,063,84,4777,246300701.0,,,,,,22.0,True
Saint-Éloy-les-Mines,216303388,COM,63338,,63,063,84,3881,200072080.0,,,,,,21.0,True
Saint-Genès-Champanelle,216303453,COM,63345,,63,063,84,3717,246300701.0,,,,,,21.0,True
Thiers,216304303,COM,63430,,63,063,84,12169,200070712.0,,,,,,32.0,True
Veyre-Monton,216304550,COM,63455,,63,063,84,3600,200069177.0,,,,,,21.0,True
Vic-le-Comte,216304576,COM,63457,,63,063,84,5304,200069177.0,,,,,,22.0,True
Volvic,216304709,COM,63470,,63,063,84,4556,200070753.0,,,,,,22.0,True
Anglet,216400242,COM,64024,,64,064,75,40158,200067106.0,https://anglet-opendatapaysbasque.opendatasoft.com/explore/?sort=modified&refine.publisher=Ville+d%27Anglet,https://www.data.gouv.fr/fr/organizations/5b17dbeb88ee3869a59ebdca/,5b17dbeb88ee3869a59ebdca,ptf+datagouv,"Anglet, DataGouv",41.0,True
Ascain,216400655,COM,64065,,64,064,75,4305,200067106.0,,,,,,21.0,True
Bayonne,216401026,COM,64102,,64,064,75,52398,200067106.0,https://www.bayonne.fr/information-transversale/open-data-datagouvfr,https://www.data.gouv.fr/fr/organizations/58d53c4688ee380aeea5e932/,58d53c4688ee380aeea5e932,ptf+datagouv,"DataGouv, Bayonne",42.0,True
Biarritz,216401224,COM,64122,,64,064,75,26108,200067106.0,,,,,,41.0,True
Bidart,216401257,COM,64125,,64,064,75,6945,200067106.0,,,,,,22.0,True
Billère,216401299,COM,64129,,64,064,75,13033,200067254.0,,,,,,32.0,True
Bizanos,216401323,COM,64132,,64,064,75,4752,200067254.0,,,,,,21.0,True
Boucau,216401406,COM,64140,,64,064,75,8499,200067106.0,,,,,,22.0,True
Cambo-les-Bains,216401604,COM,64160,,64,064,75,6660,200067106.0,,,,,,21.0,True
Ciboure,216401893,COM,64189,,64,064,75,6430,200067106.0,,,,,,22.0,True
Gan,216402305,COM,64230,,64,064,75,5615,200067254.0,,,,,,21.0,True
Gelos,216402370,COM,64237,,64,064,75,3712,200067254.0,,,,,,21.0,True
Hasparren,216402560,COM,64256,,64,064,75,7152,200067106.0,,,,,,22.0,True
Hendaye,216402602,COM,64260,,64,064,75,16881,200067106.0,,,,,,32.0,True
Idron,216402693,COM,64269,,64,064,75,5003,200067254.0,,,,,,21.0,True
Jurançon,216402842,COM,64284,,64,064,75,7341,200067254.0,,,,,,22.0,True
Lescar,216403352,COM,64335,,64,064,75,10225,200067254.0,,,,,,32.0,True
Lons,216403485,COM,64348,,64,064,75,13623,200067254.0,,,,,,32.0,True
Monein,216403931,COM,64393,,64,064,75,4545,200039204.0,,,,,,21.0,True
Morlaàs,216404053,COM,64405,,64,064,75,4538,200067296.0,,,,,,21.0,True
Mouguerre,216404079,COM,64407,,64,064,75,5248,200067106.0,,,,,,22.0,True
Mourenx,216404103,COM,64410,,64,064,75,6660,200039204.0,,,,,,22.0,True
Nay,216404178,COM,64417,,64,064,75,3524,246401756.0,,,,,,21.0,True
Oloron-Sainte-Marie,216404228,COM,64422,,64,064,75,11305,200067262.0,,,,,,31.0,True
Orthez,216404301,COM,64430,,64,064,75,11106,200039204.0,,,,,,32.0,True
Pau,216404459,COM,64445,,64,064,75,78535,200067254.0,,,,,,42.0,True
Saint-Jean-de-Luz,216404830,COM,64483,,64,064,75,14547,200067106.0,,,,,,32.0,True
Saint-Pée-sur-Nivelle,216404954,COM,64495,,64,064,75,6999,200067106.0,,,,,,21.0,True
Saint-Pierre-d'Irube,216404962,COM,64496,,64,064,75,4950,200067106.0,,,,,,21.0,True
Salies-de-Béarn,216404996,COM,64499,,64,064,75,4770,200067288.0,,,,,,21.0,True
Serres-Castet,216405191,COM,64519,,64,064,75,4377,200067239.0,,,,,,22.0,True
Urrugne,216405456,COM,64545,,64,064,75,10508,200067106.0,,,,,,22.0,True
Ustaritz,216405472,COM,64547,,64,064,75,7088,200067106.0,,,,,,22.0,True
Aureilhan,216500470,COM,65047,,65,065,76,7967,200069300.0,,,,,,22.0,True
Bagnères-de-Bigorre,216500595,COM,65059,,65,065,76,7516,246500482.0,https://opendata.ha-py.fr/pages/bagneres-de-bigorre/,,,ptf,Hautes-Pyrénées,22.0,True
Barbazan-Debat,216500629,COM,65062,,65,065,76,3538,200069300.0,,,,,,21.0,True
Bordères-sur-l'Échez,216501007,COM,65100,,65,065,76,5339,200069300.0,,,,,,21.0,True
Juillan,216502351,COM,65235,,65,065,76,4203,200069300.0,,,,,,21.0,True
Lannemezan,216502583,COM,65258,,65,065,76,5996,200070787.0,,,,,,22.0,True
Lourdes,216502864,COM,65286,,65,065,76,13692,200069300.0,,,,,,32.0,True
Séméac,216504175,COM,65417,,65,065,76,5061,200069300.0,,,,,,21.0,True
Tarbes,216504407,COM,65440,,65,065,76,42590,200069300.0,https://opendata.ha-py.fr/pages/mairie-de-tarbes/,,,ptf,Hautes-Pyrénées,42.0,True
Vic-en-Bigorre,216504605,COM,65460,,65,065,76,5172,200072106.0,,,,,,21.0,True
Alénya,216600023,COM,66002,,66,066,76,3660,246600282.0,,,,,,21.0,True
Argelès-sur-Mer,216600080,COM,66008,,66,066,76,10623,200043602.0,,,,,,32.0,True
Bages,216600114,COM,66011,,66,066,76,4227,200043602.0,,,,,,21.0,True
Banyuls-sur-Mer,216600163,COM,66016,,66,066,76,4838,200043602.0,,,,,,22.0,True
Le Barcarès,216600171,COM,66017,,66,066,76,5955,200027183.0,,,,,,31.0,True
Bompas,216600213,COM,66021,,66,066,76,7356,200027183.0,,,,,,22.0,True
Le Boulou,216600247,COM,66024,,66,066,76,5570,246600373.0,,,,,,22.0,True
Cabestany,216600288,COM,66028,,66,066,76,10321,200027183.0,,,,,,32.0,True
Canet-en-Roussillon,216600379,COM,66037,,66,066,76,12376,200027183.0,,,,,,32.0,True
Canohès,216600387,COM,66038,,66,066,76,6206,200027183.0,,,,,,22.0,True
Céret,216600494,COM,66049,,66,066,76,8026,246600373.0,,,,,,22.0,True
Claira,216600502,COM,66050,,66,066,76,4234,200070365.0,,,,,,21.0,True
Elne,216600650,COM,66065,,66,066,76,9049,200043602.0,,,,,,31.0,True
Espira-de-l'Agly,216600692,COM,66069,,66,066,76,3604,200027183.0,,,,,,21.0,True
Ille-sur-Têt,216600882,COM,66088,,66,066,76,5507,246600415.0,,,,,,22.0,True
Millas,216601088,COM,66108,,66,066,76,4327,246600415.0,,,,,,21.0,True
Perpignan,216601369,COM,66136,,66,066,76,121681,200027183.0,,,,,,51.0,True
Pézilla-la-Rivière,216601401,COM,66140,,66,066,76,3715,200027183.0,,,,,,21.0,True
Pia,216601419,COM,66141,,66,066,76,9122,200070365.0,,,,,,31.0,True
Pollestres,216601443,COM,66144,,66,066,76,4967,200027183.0,,,,,,22.0,True
Port-Vendres,216601484,COM,66148,,66,066,76,4204,200043602.0,,,,,,21.0,True
Prades,216601492,COM,66149,,66,066,76,6465,200049211.0,,,,,,22.0,True
Rivesaltes,216601641,COM,66164,,66,066,76,8773,200027183.0,,,,,,22.0,True
Saint-Cyprien,216601716,COM,66171,,66,066,76,10677,246600282.0,,,,,,32.0,True
Saint-Estève,216601724,COM,66172,,66,066,76,11834,200027183.0,,,,,,31.0,True
Saint-Laurent-de-la-Salanque,216601807,COM,66180,,66,066,76,10353,200027183.0,,,,,,22.0,True
Sainte-Marie-la-Mer,216601823,COM,66182,,66,066,76,4834,200027183.0,,,,,,22.0,True
Saleilles,216601898,COM,66189,,66,066,76,5379,200027183.0,,,,,,21.0,True
Salses-le-Château,216601906,COM,66190,,66,066,76,3514,200070365.0,,,,,,21.0,True
Le Soler,216601955,COM,66195,,66,066,76,7822,200027183.0,,,,,,22.0,True
Thuir,216602102,COM,66210,,66,066,76,7765,246600449.0,,,,,,22.0,True
Torreilles,216602128,COM,66212,,66,066,76,3865,200027183.0,,,,,,22.0,True
Toulouges,216602136,COM,66213,,66,066,76,7000,200027183.0,,,,,,22.0,True
Villeneuve-de-la-Raho,216602276,COM,66227,,66,066,76,3991,200027183.0,,,,,,21.0,True
Barr,216700211,COM,67021,,67,067,44,7398,200034270.0,,,,,,22.0,True
Benfeld,216700286,COM,67028,,67,067,44,5849,200067924.0,,,,,,21.0,True
Bischheim,216700435,COM,67043,,67,067,44,17295,246700488.0,,,,,,32.0,True
Bischwiller,216700468,COM,67046,,67,067,44,12663,200067874.0,,,,,,32.0,True
Bouxwiller,216700617,COM,67061,,67,067,44,4053,200067783.0,,,,,,21.0,True
Brumath,216700674,COM,67067,,67,067,44,10089,200067874.0,,,,,,22.0,True
Châtenois,216700732,COM,67073,,67,067,44,4275,246700967.0,,,,,,21.0,True
